"visit_date","day","time","house_id","neighbourhood","visitor","agent","review","building","conservation","size","price","location","did_not_like_the_location","expected_a_better_preserved_property","bigger_in_photos","different_from_the_listing","others"
"2018-01-08","2018-01-08","10:15",892781727,Vila Olímpia,Leandro,Pablo,"5",false,false,false,false,true,false,false,false,false,
"2018-01-08","2018-01-08","10:00",892810437,Cambuí,Antonio,Jose,"5",true,true,true,true,true,false,false,false,false,
"2018-01-08","2018-01-08","9:00",892816098,Perdizes,Bruno,Paulo,"2",false,false,false,false,false,false,true,true,false,
"2018-01-08","2018-01-08","10:15",892773585,Perdizes,Eduardo,Ricardo,"4",false,false,false,false,false,false,false,true,false,
"2018-01-08","2018-01-08","8:00",892815711,Vila Pompéia,Eduardo,Sergio,"4",false,false,false,false,false,false,false,true,false,
"2018-01-08","2018-01-08","11:45",892789038,Bela Vista,Rodolfo,Quézia,"3",false,false,false,false,false,false,false,true,false,
"2018-01-08","2018-01-08","11:45",892789038,Bela Vista,Rodolfo,Quézia,"3",false,false,false,false,false,false,false,true,false,
"2018-01-08","1/8/2018","9:45",892807226,Santo Amaro,Renato,Cleonice,"3",false,false,false,false,false,true,false,false,false,"necessario trocar janelas para anti ruídos. Apt sem.armarios de cozinha e quarto são pontos negativos para chegarmos a uma.escolha.
Janela é necessário porque está na frente da avenida santo Amaro."
"2018-01-08","1/8/2018","10:30",892815897,Brooklin Paulista,Renato,Andre,"4",false,false,false,false,false,false,false,false,false,"necessario trocar as janelas por anti ruído. Janelas devem ter trncas. as atuais não trancam, e o apartamento é no térreo. e arrumar a persiana que está danificada."
"2018-01-08","2018-01-08","11:15",892811568,Vila Ipojuca,Marcelo,Wagner,"5",true,true,true,false,false,false,false,false,false,
"2018-01-08","2018-01-08","10:00",892813971,Bela Vista,Guilherme,Katia,"4",false,false,false,false,false,true,false,false,false,
"2018-01-08","2018-01-08","12:15",892816010,Perdizes,Manoel,Maria,"5",false,true,false,false,false,false,false,false,false,
"2018-01-08","2018-01-08","12:45",892813971,Bela Vista,Manoel,Maria,"5",false,false,false,true,true,false,false,false,false,
"2018-01-08","1/8/2018","12:45",892798167,Aclimação,Tayna,Ana,"1",false,false,false,false,false,false,true,true,true,um lixo.... horroroso
"2018-01-08","2018-01-08","14:30",892797798,República,Heloisa,Luiz,"5",true,true,false,false,true,false,false,false,false,
"2018-01-08","2018-01-08","11:15",892789797,Consolação,Vitor,Alexandre,"5",false,true,false,true,true,false,false,false,false,
"2018-01-08","1/8/2018","10:45",892816180,Consolação,Arthur,Paulo,"1",false,false,false,false,false,false,true,false,false,"piscina caindo aos pedaços, pregos na parede"
"2018-01-08","1/8/2018","10:45",892816180,Consolação,#VALUE!,Paulo,"5",true,true,true,true,true,false,false,false,false,Não consigo fazer e enviar a proposta. Solicito enviar o link para efetivar a proposta
